INDIC_SB,GEO,SIZEN,time,N_ENTERPRISE
V11110,CZ,10_C16_18,2017,855.0
V11110,CZ,10_C16_18,2018,823.0
V11110,CZ,10_C16_18,2019,805.0
V11110,DE,10_C16_18,2005,5855.0
V11110,DE,10_C16_18,2006,2873.0
V11110,DE,10_C16_18,2007,3998.0
V11110,DE,10_C16_18,2008,4959.0
V11110,DE,10_C16_18,2009,5109.0
V11110,DE,10_C16_18,2010,6150.0
V11110,DE,10_C16_18,2011,5830.0
V11110,DE,10_C16_18,2012,4651.0
V11110,DE,10_C16_18,2013,5303.0
V11110,DE,10_C16_18,2014,4422.0
V11110,DE,10_C16_18,2015,4782.0
V11110,DE,10_C16_18,2016,4569.0
V11110,DE,10_C16_18,2017,4631.0
V11110,DE,10_C16_18,2018,4068.0
V11110,DE,10_C16_18,2019,4176.0
V11110,DK,10_C16_18,2005,359.0
V11110,DK,10_C16_18,2006,366.0
V11110,DK,10_C16_18,2007,320.0
V11110,DK,10_C16_18,2008,317.0
V11110,DK,10_C16_18,2009,267.0
V11110,DK,10_C16_18,2010,235.0
V11110,DK,10_C16_18,2011,262.0
V11110,DK,10_C16_18,2012,248.0
V11110,DK,10_C16_18,2013,241.0
V11110,DK,10_C16_18,2014,231.0
V11110,DK,10_C16_18,2015,223.0
V11110,DK,10_C16_18,2016,184.0
V11110,DK,10_C16_18,2017,181.0
V11110,DK,10_C16_18,2018,170.0
V11110,DK,10_C16_18,2019,167.0
V11110,EE,10_C16_18,2005,258.0
V11110,EE,10_C16_18,2006,266.0
V11110,EE,10_C16_18,2007,285.0
V11110,EE,10_C16_18,2008,267.0
V11110,EE,10_C16_18,2009,221.0
V11110,EE,10_C16_18,2010,198.0
V11110,EE,10_C16_18,2011,212.0
V11110,EE,10_C16_18,2012,208.0
V11110,EE,10_C16_18,2013,207.0
V11110,EE,10_C16_18,2014,220.0
V11110,EE,10_C16_18,2015,236.0
V11110,EE,10_C16_18,2016,231.0
V11110,EE,10_C16_18,2017,246.0
V11110,EE,10_C16_18,2018,222.0
V11110,EE,10_C16_18,2019,237.0
V11110,EL,10_C16_18,2008,211.0
V11110,EL,10_C16_18,2009,114.0
V11110,EL,10_C16_18,2010,257.0
V11110,EL,10_C16_18,2011,239.0
V11110,EL,10_C16_18,2012,201.0
V11110,EL,10_C16_18,2013,112.0
V11110,EL,10_C16_18,2014,223.0
V11110,EL,10_C16_18,2015,192.0
V11110,EL,10_C16_18,2016,127.0
V11110,EL,10_C16_18,2017,207.0
V11110,EL,10_C16_18,2018,292.0
V11110,EL,10_C16_18,2019,207.0
V11110,ES,10_C16_18,2005,3515.0
V11110,ES,10_C16_18,2006,3381.0
V11110,ES,10_C16_18,2007,3244.0
V11110,ES,10_C16_18,2008,3274.0
V11110,ES,10_C16_18,2009,2724.0
V11110,ES,10_C16_18,2010,2450.0
V11110,ES,10_C16_18,2011,2428.0
V11110,ES,10_C16_18,2012,2084.0
V11110,ES,10_C16_18,2013,1849.0
V11110,ES,10_C16_18,2014,1713.0
V11110,ES,10_C16_18,2015,1749.0
V11110,ES,10_C16_18,2016,1870.0
V11110,ES,10_C16_18,2017,1942.0
V11110,ES,10_C16_18,2018,1912.0
V11110,ES,10_C16_18,2019,1871.0
V11110,EU27_2007,10_C16_18,2005,33443.0
V11110,EU27_2007,10_C16_18,2006,30757.0
V11110,EU27_2007,10_C16_18,2007,23757.0
V11110,EU27_2007,10_C16_18,2008,31755.0
V11110,EU27_2007,10_C16_18,2009,29837.0
V11110,EU27_2007,10_C16_18,2010,27196.0
V11110,EU27_2020,10_C16_18,2011,26325.0
V11110,EU27_2020,10_C16_18,2012,24569.0
V11110,EU27_2020,10_C16_18,2013,23054.0
V11110,EU27_2020,10_C16_18,2014,20376.0
V11110,EU27_2020,10_C16_18,2015,22107.0
V11110,EU27_2020,10_C16_18,2016,20032.0
V11110,EU27_2020,10_C16_18,2017,21308.0
V11110,EU27_2020,10_C16_18,2018,16213.0
V11110,EU27_2020,10_C16_18,2019,21481.0
V11110,EU28,10_C16_18,2011,29393.0
V11110,EU28,10_C16_18,2012,27811.0
V11110,EU28,10_C16_18,2013,26316.0
V11110,EU28,10_C16_18,2014,23305.0
V11110,EU28,10_C16_18,2015,25539.0
V11110,EU28,10_C16_18,2016,22739.0
V11110,EU28,10_C16_18,2017,24419.0
V11110,EU28,10_C16_18,2018,24308.0
V11110,EU_V,10_C16_18,2008,27537.0
V11110,FI,10_C16_18,2006,414.0
V11110,FI,10_C16_18,2007,443.0
V11110,FI,10_C16_18,2008,426.0
V11110,FI,10_C16_18,2009,392.0
V11110,FI,10_C16_18,2010,380.0
V11110,FI,10_C16_18,2011,393.0
V11110,FI,10_C16_18,2012,386.0
V11110,FI,10_C16_18,2013,310.0
V11110,FI,10_C16_18,2014,374.0
V11110,FI,10_C16_18,2015,352.0
V11110,FI,10_C16_18,2016,332.0
V11110,FI,10_C16_18,2017,329.0
V11110,FI,10_C16_18,2018,325.0
V11110,FI,10_C16_18,2019,314.0
V11110,FR,10_C16_18,2005,2973.0
V11110,FR,10_C16_18,2006,3032.0
V11110,FR,10_C16_18,2007,2923.0
V11110,FR,10_C16_18,2009,2347.0
V11110,FR,10_C16_18,2010,2305.0
V11110,FR,10_C16_18,2011,2300.0
V11110,FR,10_C16_18,2012,2126.0
V11110,FR,10_C16_18,2013,1982.0
V11110,FR,10_C16_18,2014,2003.0
V11110,FR,10_C16_18,2015,1868.0
V11110,FR,10_C16_18,2016,1783.0
V11110,FR,10_C16_18,2017,1639.0
V11110,FR,10_C16_18,2018,1507.0
V11110,FR,10_C16_18,2019,1642.0
V11110,HR,10_C16_18,2008,385.0
V11110,HR,10_C16_18,2009,351.0
V11110,HR,10_C16_18,2010,319.0
V11110,HR,10_C16_18,2011,337.0
V11110,HR,10_C16_18,2012,342.0
V11110,HR,10_C16_18,2013,317.0
V11110,HR,10_C16_18,2014,315.0
V11110,HR,10_C16_18,2015,327.0
V11110,HR,10_C16_18,2016,320.0
V11110,HR,10_C16_18,2017,327.0
V11110,HR,10_C16_18,2018,331.0
V11110,HR,10_C16_18,2019,322.0
V11110,HU,10_C16_18,2005,622.0
V11110,HU,10_C16_18,2006,649.0
V11110,HU,10_C16_18,2007,640.0
V11110,HU,10_C16_18,2008,641.0
V11110,HU,10_C16_18,2009,559.0
V11110,HU,10_C16_18,2010,341.0
V11110,HU,10_C16_18,2011,503.0
V11110,HU,10_C16_18,2012,511.0
V11110,HU,10_C16_18,2013,478.0
V11110,HU,10_C16_18,2014,484.0
V11110,HU,10_C16_18,2015,493.0
V11110,HU,10_C16_18,2016,512.0
V11110,HU,10_C16_18,2017,514.0
V11110,HU,10_C16_18,2018,527.0
V11110,HU,10_C16_18,2019,506.0
V11110,IE,10_C16_18,2005,50.0
V11110,IE,10_C16_18,2006,115.0
V11110,IE,10_C16_18,2007,30.0
V11110,IE,10_C16_18,2008,223.0
V11110,IE,10_C16_18,2009,212.0
V11110,IE,10_C16_18,2010,144.0
V11110,IE,10_C16_18,2011,209.0
V11110,IE,10_C16_18,2012,200.0
V11110,IE,10_C16_18,2013,144.0
V11110,IE,10_C16_18,2014,192.0
V11110,IE,10_C16_18,2015,196.0
V11110,IE,10_C16_18,2016,129.0
V11110,IE,10_C16_18,2017,134.0
V11110,IE,10_C16_18,2019,125.0
V11110,IS,10_C16_18,2015,10.0
V11110,IS,10_C16_18,2016,11.0
V11110,IS,10_C16_18,2017,12.0
V11110,IS,10_C16_18,2018,12.0
V11110,IS,10_C16_18,2019,11.0
V11110,IT,10_C16_18,2005,5594.0
V11110,IT,10_C16_18,2006,5526.0
V11110,IT,10_C16_18,2007,5577.0
V11110,IT,10_C16_18,2008,5527.0
V11110,IT,10_C16_18,2009,5173.0
V11110,IT,10_C16_18,2010,4803.0
V11110,IT,10_C16_18,2011,4872.0
V11110,IT,10_C16_18,2012,4268.0
V11110,IT,10_C16_18,2013,4218.0
V11110,IT,10_C16_18,2014,4004.0
V11110,IT,10_C16_18,2015,3728.0
V11110,IT,10_C16_18,2016,3799.0
V11110,IT,10_C16_18,2017,3630.0
V11110,IT,10_C16_18,2018,3605.0
V11110,IT,10_C16_18,2019,3601.0
V11110,LT,10_C16_18,2005,485.0
V11110,LT,10_C16_18,2006,491.0
V11110,LT,10_C16_18,2007,491.0
V11110,LT,10_C16_18,2008,485.0
V11110,LT,10_C16_18,2009,409.0
V11110,LT,10_C16_18,2010,390.0
V11110,LT,10_C16_18,2011,366.0
V11110,LT,10_C16_18,2012,375.0
V11110,LT,10_C16_18,2013,400.0
V11110,LT,10_C16_18,2014,421.0
V11110,LT,10_C16_18,2015,415.0
V11110,LT,10_C16_18,2016,397.0
V11110,LT,10_C16_18,2017,399.0
V11110,LT,10_C16_18,2018,369.0
V11110,LT,10_C16_18,2019,376.0
V11110,LU,10_C16_18,2005,21.0
V11110,LU,10_C16_18,2006,23.0
V11110,LU,10_C16_18,2007,26.0
V11110,LU,10_C16_18,2008,22.0
V11110,LU,10_C16_18,2009,24.0
V11110,LU,10_C16_18,2010,22.0
V11110,LU,10_C16_18,2011,19.0
V11110,LU,10_C16_18,2012,21.0
V11110,LU,10_C16_18,2013,20.0
V11110,LU,10_C16_18,2014,13.0
V11110,LU,10_C16_18,2015,15.0
V11110,LU,10_C16_18,2016,12.0
V11110,LU,10_C16_18,2017,15.0
V11110,LU,10_C16_18,2018,16.0
V11110,LU,10_C16_18,2019,14.0
V11110,LV,10_C16_18,2005,474.0
V11110,LV,10_C16_18,2006,540.0
V11110,LV,10_C16_18,2007,470.0
V11110,LV,10_C16_18,2008,462.0
V11110,LV,10_C16_18,2009,326.0
V11110,LV,10_C16_18,2010,355.0
V11110,LV,10_C16_18,2011,365.0
V11110,LV,10_C16_18,2012,343.0
V11110,LV,10_C16_18,2013,381.0
V11110,LV,10_C16_18,2014,358.0
V11110,LV,10_C16_18,2015,366.0
V11110,LV,10_C16_18,2016,333.0
V11110,LV,10_C16_18,2017,343.0
V11110,LV,10_C16_18,2018,343.0
V11110,LV,10_C16_18,2019,312.0
V11110,MK,10_C16_18,2011,115.0
V11110,MK,10_C16_18,2012,102.0
V11110,MK,10_C16_18,2013,98.0
V11110,MK,10_C16_18,2014,105.0
V11110,MK,10_C16_18,2015,111.0
V11110,MK,10_C16_18,2016,101.0
V11110,MK,10_C16_18,2017,79.0
V11110,MK,10_C16_18,2018,100.0
V11110,MK,10_C16_18,2019,78.0
V11110,MT,10_C16_18,2008,13.0
V11110,MT,10_C16_18,2009,9.0
V11110,MT,10_C16_18,2010,9.0
V11110,MT,10_C16_18,2011,8.0
V11110,MT,10_C16_18,2012,8.0
V11110,MT,10_C16_18,2013,10.0
V11110,MT,10_C16_18,2014,13.0
V11110,MT,10_C16_18,2015,14.0
V11110,MT,10_C16_18,2016,11.0
V11110,MT,10_C16_18,2017,13.0
V11110,MT,10_C16_18,2018,10.0
V11110,MT,10_C16_18,2019,12.0
V11110,NL,10_C16_18,2005,930.0
V11110,NL,10_C16_18,2006,910.0
V11110,NL,10_C16_18,2007,924.0
V11110,NL,10_C16_18,2008,862.0
V11110,NL,10_C16_18,2009,870.0
V11110,NL,10_C16_18,2010,731.0
V11110,NL,10_C16_18,2011,728.0
V11110,NL,10_C16_18,2012,661.0
V11110,NL,10_C16_18,2013,624.0
V11110,NL,10_C16_18,2014,581.0
V11110,NL,10_C16_18,2015,556.0
V11110,NL,10_C16_18,2016,549.0
V11110,NL,10_C16_18,2017,528.0
V11110,NL,10_C16_18,2018,530.0
V11110,NL,10_C16_18,2019,525.0
V11110,NO,10_C16_18,2007,378.0
V11110,NO,10_C16_18,2008,377.0
V11110,NO,10_C16_18,2009,346.0
V11110,NO,10_C16_18,2010,338.0
V11110,NO,10_C16_18,2011,332.0
V11110,NO,10_C16_18,2012,318.0
V11110,NO,10_C16_18,2013,299.0
V11110,NO,10_C16_18,2014,291.0
V11110,NO,10_C16_18,2015,299.0
V11110,NO,10_C16_18,2016,277.0
V11110,NO,10_C16_18,2017,285.0
V11110,NO,10_C16_18,2018,239.0
V11110,NO,10_C16_18,2019,273.0
V11110,PL,10_C16_18,2005,1423.0
V11110,PL,10_C16_18,2006,1413.0
V11110,PL,10_C16_18,2007,1471.0
V11110,PL,10_C16_18,2008,1644.0
V11110,PL,10_C16_18,2009,1441.0
V11110,PL,10_C16_18,2010,1529.0
V11110,PL,10_C16_18,2011,1652.0
V11110,PL,10_C16_18,2012,1668.0
V11110,PL,10_C16_18,2013,1696.0
V11110,PL,10_C16_18,2014,1800.0
V11110,PL,10_C16_18,2015,1728.0
V11110,PL,10_C16_18,2016,1730.0
V11110,PL,10_C16_18,2017,1666.0
V11110,PL,10_C16_18,2018,2386.0
V11110,PL,10_C16_18,2019,2385.0
V11110,PT,10_C16_18,2005,1128.0
V11110,PT,10_C16_18,2006,1076.0
V11110,PT,10_C16_18,2007,1058.0
V11110,PT,10_C16_18,2008,1022.0
V11110,PT,10_C16_18,2009,924.0
V11110,PT,10_C16_18,2010,872.0
V11110,PT,10_C16_18,2011,829.0
V11110,PT,10_C16_18,2012,770.0
V11110,PT,10_C16_18,2013,687.0
V11110,PT,10_C16_18,2014,703.0
V11110,PT,10_C16_18,2015,717.0
V11110,PT,10_C16_18,2016,700.0
V11110,PT,10_C16_18,2017,704.0
V11110,PT,10_C16_18,2018,705.0
V11110,PT,10_C16_18,2019,716.0
V11110,RO,10_C16_18,2005,1366.0
V11110,RO,10_C16_18,2006,1443.0
V11110,RO,10_C16_18,2007,1461.0
V11110,RO,10_C16_18,2008,1370.0
V11110,RO,10_C16_18,2009,1195.0
V11110,RO,10_C16_18,2010,1068.0
V11110,RO,10_C16_18,2011,1185.0
V11110,RO,10_C16_18,2012,1131.0
V11110,RO,10_C16_18,2013,1142.0
V11110,RO,10_C16_18,2014,1095.0
V11110,RO,10_C16_18,2015,1069.0
V11110,RO,10_C16_18,2016,1052.0
V11110,RO,10_C16_18,2017,1010.0
V11110,RO,10_C16_18,2018,972.0
V11110,RO,10_C16_18,2019,937.0
V11110,RS,10_C16_18,2016,279.0
V11110,RS,10_C16_18,2017,284.0
V11110,RS,10_C16_18,2018,332.0
V11110,RS,10_C16_18,2019,332.0
V11110,SE,10_C16_18,2005,624.0
V11110,SE,10_C16_18,2006,854.0
V11110,SE,10_C16_18,2007,845.0
V11110,SE,10_C16_18,2008,773.0
V11110,SE,10_C16_18,2009,757.0
V11110,SE,10_C16_18,2010,723.0
V11110,SE,10_C16_18,2011,719.0
V11110,SE,10_C16_18,2012,680.0
V11110,SE,10_C16_18,2013,628.0
V11110,SE,10_C16_18,2014,605.0
V11110,SE,10_C16_18,2015,577.0
V11110,SE,10_C16_18,2016,576.0
V11110,SE,10_C16_18,2017,559.0
V11110,SE,10_C16_18,2018,477.0
V11110,SE,10_C16_18,2019,482.0
V11110,SI,10_C16_18,2005,200.0
V11110,SI,10_C16_18,2006,212.0
V11110,SI,10_C16_18,2007,199.0
V11110,SI,10_C16_18,2008,209.0
V11110,SI,10_C16_18,2009,181.0
V11110,SI,10_C16_18,2010,173.0
V11110,SI,10_C16_18,2011,168.0
V11110,SI,10_C16_18,2012,172.0
V11110,SI,10_C16_18,2013,158.0
V11110,SI,10_C16_18,2014,169.0
V11110,SI,10_C16_18,2015,182.0
V11110,SI,10_C16_18,2016,187.0
V11110,SI,10_C16_18,2017,183.0
V11110,SI,10_C16_18,2018,184.0
V11110,SI,10_C16_18,2019,199.0
V11110,SK,10_C16_18,2005,336.0
V11110,SK,10_C16_18,2006,378.0
V11110,SK,10_C16_18,2007,393.0
V11110,SK,10_C16_18,2008,528.0
V11110,SK,10_C16_18,2009,450.0
V11110,SK,10_C16_18,2010,579.0
V11110,SK,10_C16_18,2011,462.0
V11110,SK,10_C16_18,2012,338.0
V11110,SK,10_C16_18,2013,215.0
V11110,SK,10_C16_18,2014,450.0
V11110,SK,10_C16_18,2015,513.0
V11110,SK,10_C16_18,2016,211.0
V11110,SK,10_C16_18,2017,286.0
V11110,SK,10_C16_18,2018,272.0
V11110,SK,10_C16_18,2019,191.0
V11110,UK,10_C16_18,2005,3338.0
V11110,UK,10_C16_18,2006,4218.0
V11110,UK,10_C16_18,2007,2987.0
V11110,UK,10_C16_18,2008,3509.0
V11110,UK,10_C16_18,2009,3184.0
V11110,UK,10_C16_18,2010,2976.0
V11110,UK,10_C16_18,2011,2926.0
V11110,UK,10_C16_18,2012,2867.0
V11110,UK,10_C16_18,2013,2830.0
V11110,UK,10_C16_18,2014,2814.0
V11110,UK,10_C16_18,2015,2808.0
V11110,UK,10_C16_18,2016,2732.0
V11110,UK,10_C16_18,2017,2656.0
V11110,UK,10_C16_18,2018,2556.0
V11110,AT,10_C19_23,2005,598.0
V11110,AT,10_C19_23,2006,602.0
V11110,AT,10_C19_23,2007,608.0
V11110,AT,10_C19_23,2008,624.0
V11110,AT,10_C19_23,2009,620.0
V11110,AT,10_C19_23,2010,613.0
V11110,AT,10_C19_23,2011,618.0
V11110,AT,10_C19_23,2012,617.0
V11110,AT,10_C19_23,2013,616.0
V11110,AT,10_C19_23,2014,605.0
V11110,AT,10_C19_23,2015,598.0
V11110,AT,10_C19_23,2016,601.0
V11110,AT,10_C19_23,2017,593.0
V11110,AT,10_C19_23,2018,571.0
V11110,AT,10_C19_23,2019,576.0
V11110,BA,10_C19_23,2011,160.0
V11110,BA,10_C19_23,2012,135.0
V11110,BA,10_C19_23,2013,111.0
V11110,BA,10_C19_23,2014,70.0
V11110,BA,10_C19_23,2015,198.0
V11110,BA,10_C19_23,2016,116.0
V11110,BA,10_C19_23,2017,194.0
V11110,BA,10_C19_23,2018,205.0
V11110,BA,10_C19_23,2019,230.0
V11110,BE,10_C19_23,2005,692.0
V11110,BE,10_C19_23,2006,605.0
V11110,BE,10_C19_23,2007,507.0
V11110,BE,10_C19_23,2008,620.0
V11110,BE,10_C19_23,2009,693.0
V11110,BE,10_C19_23,2010,737.0
V11110,BE,10_C19_23,2011,736.0
V11110,BE,10_C19_23,2012,717.0
V11110,BE,10_C19_23,2013,690.0
V11110,BE,10_C19_23,2014,684.0
V11110,BE,10_C19_23,2015,654.0
V11110,BE,10_C19_23,2016,683.0
V11110,BE,10_C19_23,2017,660.0
V11110,BE,10_C19_23,2018,587.0
V11110,BE,10_C19_23,2019,588.0
V11110,BG,10_C19_23,2005,651.0
V11110,BG,10_C19_23,2006,727.0
V11110,BG,10_C19_23,2007,767.0
V11110,BG,10_C19_23,2008,776.0
V11110,BG,10_C19_23,2009,731.0
V11110,BG,10_C19_23,2010,670.0
V11110,BG,10_C19_23,2011,645.0
V11110,BG,10_C19_23,2012,621.0
V11110,BG,10_C19_23,2013,633.0
V11110,BG,10_C19_23,2014,633.0
V11110,BG,10_C19_23,2015,634.0
V11110,BG,10_C19_23,2016,666.0
V11110,BG,10_C19_23,2017,677.0
V11110,BG,10_C19_23,2018,634.0
V11110,BG,10_C19_23,2019,640.0
V11110,CH,10_C19_23,2009,756.0
V11110,CH,10_C19_23,2010,745.0
V11110,CH,10_C19_23,2011,731.0
V11110,CH,10_C19_23,2012,716.0
V11110,CH,10_C19_23,2013,747.0
V11110,CH,10_C19_23,2014,743.0
V11110,CH,10_C19_23,2015,738.0
V11110,CH,10_C19_23,2016,711.0
V11110,CH,10_C19_23,2017,708.0
V11110,CH,10_C19_23,2018,701.0
V11110,CH,10_C19_23,2019,707.0
V11110,CY,10_C19_23,2005,64.0
V11110,CY,10_C19_23,2006,87.0
V11110,CY,10_C19_23,2007,87.0
V11110,CY,10_C19_23,2008,65.0
V11110,CY,10_C19_23,2009,92.0
V11110,CY,10_C19_23,2010,92.0
V11110,CY,10_C19_23,2011,101.0
V11110,CY,10_C19_23,2012,84.0
V11110,CY,10_C19_23,2013,71.0
V11110,CY,10_C19_23,2014,72.0
V11110,CY,10_C19_23,2015,69.0
V11110,CY,10_C19_23,2016,57.0
V11110,CY,10_C19_23,2017,60.0
V11110,CY,10_C19_23,2018,66.0
V11110,CY,10_C19_23,2019,74.0
V11110,CZ,10_C19_23,2005,1321.0
V11110,CZ,10_C19_23,2006,1393.0
V11110,CZ,10_C19_23,2007,1416.0
V11110,CZ,10_C19_23,2008,1386.0
V11110,CZ,10_C19_23,2009,1293.0
V11110,CZ,10_C19_23,2010,1249.0
V11110,CZ,10_C19_23,2011,1244.0
V11110,CZ,10_C19_23,2012,1232.0
V11110,CZ,10_C19_23,2013,1188.0
V11110,CZ,10_C19_23,2014,1212.0
V11110,CZ,10_C19_23,2015,1231.0
V11110,CZ,10_C19_23,2016,1203.0
V11110,CZ,10_C19_23,2017,1198.0
V11110,CZ,10_C19_23,2018,1210.0
V11110,CZ,10_C19_23,2019,1192.0
V11110,DE,10_C19_23,2005,5451.0
V11110,DE,10_C19_23,2006,6632.0
V11110,DE,10_C19_23,2007,6446.0
V11110,DE,10_C19_23,2008,7043.0
V11110,DE,10_C19_23,2009,6616.0
V11110,DE,10_C19_23,2010,7411.0
V11110,DE,10_C19_23,2011,7694.0
V11110,DE,10_C19_23,2012,6899.0
V11110,DE,10_C19_23,2013,7225.0
V11110,DE,10_C19_23,2014,7282.0
V11110,DE,10_C19_23,2015,6704.0
V11110,DE,10_C19_23,2016,7058.0
V11110,DE,10_C19_23,2017,6624.0
V11110,DE,10_C19_23,2018,5731.0
V11110,DE,10_C19_23,2019,6420.0
V11110,DK,10_C19_23,2005,397.0
V11110,DK,10_C19_23,2006,398.0
V11110,DK,10_C19_23,2007,392.0
V11110,DK,10_C19_23,2008,379.0
V11110,DK,10_C19_23,2009,328.0
V11110,DK,10_C19_23,2010,303.0
V11110,DK,10_C19_23,2011,395.0
V11110,DK,10_C19_23,2012,389.0
V11110,DK,10_C19_23,2013,391.0
V11110,DK,10_C19_23,2014,383.0
V11110,DK,10_C19_23,2015,378.0
V11110,DK,10_C19_23,2016,337.0
V11110,DK,10_C19_23,2017,325.0
V11110,DK,10_C19_23,2018,321.0
V11110,DK,10_C19_23,2019,324.0
V11110,EE,10_C19_23,2005,120.0
V11110,EE,10_C19_23,2006,125.0
V11110,EE,10_C19_23,2007,123.0
V11110,EE,10_C19_23,2008,131.0
V11110,EE,10_C19_23,2009,112.0
V11110,EE,10_C19_23,2010,103.0
V11110,EE,10_C19_23,2011,108.0
V11110,EE,10_C19_23,2012,108.0
V11110,EE,10_C19_23,2013,110.0
V11110,EE,10_C19_23,2014,108.0
V11110,EE,10_C19_23,2015,114.0
V11110,EE,10_C19_23,2016,115.0
V11110,EE,10_C19_23,2017,114.0
V11110,EE,10_C19_23,2018,117.0
V11110,EE,10_C19_23,2019,123.0
V11110,EL,10_C19_23,2008,461.0
V11110,EL,10_C19_23,2009,524.0
V11110,EL,10_C19_23,2010,489.0
V11110,EL,10_C19_23,2011,461.0
V11110,EL,10_C19_23,2012,465.0
V11110,EL,10_C19_23,2013,384.0
V11110,EL,10_C19_23,2014,493.0
V11110,EL,10_C19_23,2015,368.0
V11110,EL,10_C19_23,2016,400.0
V11110,EL,10_C19_23,2017,392.0
V11110,EL,10_C19_23,2018,490.0
V11110,EL,10_C19_23,2019,466.0
V11110,ES,10_C19_23,2005,4267.0
V11110,ES,10_C19_23,2006,4216.0
V11110,ES,10_C19_23,2007,4458.0
V11110,ES,10_C19_23,2008,4632.0
V11110,ES,10_C19_23,2009,3766.0
V11110,ES,10_C19_23,2010,3575.0
V11110,ES,10_C19_23,2011,3614.0
V11110,ES,10_C19_23,2012,3208.0
V11110,ES,10_C19_23,2013,2966.0
V11110,ES,10_C19_23,2014,2701.0
V11110,ES,10_C19_23,2015,2789.0
V11110,ES,10_C19_23,2016,2862.0
V11110,ES,10_C19_23,2017,2917.0
V11110,ES,10_C19_23,2018,2869.0
V11110,ES,10_C19_23,2019,2930.0
V11110,EU27_2007,10_C19_23,2005,32012.0
V11110,EU27_2007,10_C19_23,2006,37128.0
V11110,EU27_2007,10_C19_23,2007,39867.0
V11110,EU27_2007,10_C19_23,2008,40095.0
V11110,EU27_2007,10_C19_23,2009,31359.0
V11110,EU27_2007,10_C19_23,2010,28645.0
V11110,EU27_2020,10_C19_23,2011,34341.0
V11110,EU27_2020,10_C19_23,2012,31767.0
V11110,EU27_2020,10_C19_23,2013,28282.0
V11110,EU27_2020,10_C19_23,2014,28695.0
V11110,EU27_2020,10_C19_23,2015,30514.0
V11110,EU27_2020,10_C19_23,2016,23432.0
V11110,EU27_2020,10_C19_23,2017,24657.0
V11110,EU27_2020,10_C19_23,2018,29446.0
V11110,EU27_2020,10_C19_23,2019,26719.0
V11110,EU28,10_C19_23,2011,37494.0
V11110,EU28,10_C19_23,2012,35695.0
V11110,EU28,10_C19_23,2013,34093.0
V11110,EU28,10_C19_23,2014,34537.0
V11110,EU28,10_C19_23,2015,34106.0
V11110,EU28,10_C19_23,2016,28876.0
V11110,EU28,10_C19_23,2017,27118.0
V11110,EU28,10_C19_23,2018,32559.0
V11110,EU_V,10_C19_23,2008,36868.0
V11110,FI,10_C19_23,2006,327.0
V11110,FI,10_C19_23,2007,367.0
V11110,FI,10_C19_23,2008,367.0
V11110,FI,10_C19_23,2009,356.0
V11110,FI,10_C19_23,2010,350.0
V11110,FI,10_C19_23,2011,371.0
V11110,FI,10_C19_23,2012,362.0
V11110,FI,10_C19_23,2013,312.0
V11110,FI,10_C19_23,2014,354.0
V11110,FI,10_C19_23,2015,336.0
V11110,FI,10_C19_23,2016,332.0
V11110,FI,10_C19_23,2017,336.0
V11110,FI,10_C19_23,2018,355.0
V11110,FI,10_C19_23,2019,338.0
V11110,FR,10_C19_23,2005,3830.0
V11110,FR,10_C19_23,2006,3760.0
V11110,FR,10_C19_23,2007,3618.0
V11110,FR,10_C19_23,2009,3050.0
V11110,FR,10_C19_23,2010,2816.0
V11110,FR,10_C19_23,2011,2681.0
V11110,FR,10_C19_23,2012,2600.0
V11110,FR,10_C19_23,2013,2601.0
V11110,FR,10_C19_23,2014,2501.0
V11110,FR,10_C19_23,2015,2538.0
V11110,FR,10_C19_23,2016,2769.0
V11110,FR,10_C19_23,2017,1717.0
V11110,FR,10_C19_23,2018,1680.0
V11110,FR,10_C19_23,2019,2028.0
V11110,HR,10_C19_23,2008,400.0
V11110,HR,10_C19_23,2009,376.0
V11110,HR,10_C19_23,2010,343.0
V11110,HR,10_C19_23,2011,330.0
V11110,HR,10_C19_23,2012,335.0
V11110,HR,10_C19_23,2013,347.0
V11110,HR,10_C19_23,2014,318.0
V11110,HR,10_C19_23,2015,334.0
V11110,HR,10_C19_23,2016,320.0
V11110,HR,10_C19_23,2017,328.0
V11110,HR,10_C19_23,2018,330.0
V11110,HR,10_C19_23,2019,348.0
V11110,HU,10_C19_23,2005,829.0
V11110,HU,10_C19_23,2006,818.0
V11110,HU,10_C19_23,2007,816.0
V11110,HU,10_C19_23,2008,793.0
V11110,HU,10_C19_23,2009,726.0
V11110,HU,10_C19_23,2010,723.0
V11110,HU,10_C19_23,2011,689.0
V11110,HU,10_C19_23,2012,696.0
V11110,HU,10_C19_23,2013,665.0
V11110,HU,10_C19_23,2014,661.0
V11110,HU,10_C19_23,2015,677.0
V11110,HU,10_C19_23,2016,714.0
V11110,HU,10_C19_23,2017,720.0
V11110,HU,10_C19_23,2018,738.0
V11110,HU,10_C19_23,2019,741.0
V11110,IE,10_C19_23,2005,207.0
V11110,IE,10_C19_23,2006,118.0
V11110,IE,10_C19_23,2007,290.0
V11110,IE,10_C19_23,2008,360.0
V11110,IE,10_C19_23,2009,274.0
V11110,IE,10_C19_23,2010,158.0
V11110,IE,10_C19_23,2011,226.0
V11110,IE,10_C19_23,2012,244.0
V11110,IE,10_C19_23,2013,254.0
V11110,IE,10_C19_23,2014,272.0
V11110,IE,10_C19_23,2015,139.0
